#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
35.6%	35620000	-849.3905219709103	286.7428110943613	1.13e+03	2:43:22
35.6%	35625000	-899.0040641752828	288.20876401154186	1.13e+03	2:43:21
35.6%	35630000	-850.2529680558653	312.58938664536214	1.13e+03	2:43:21
35.6%	35635000	-768.5426530615871	313.4497200989791	1.13e+03	2:43:20
35.6%	35640000	-920.452457129997	323.71628441389817	1.13e+03	2:43:19
35.6%	35645000	-877.7156649388883	298.954731601522	1.13e+03	2:43:18
35.6%	35650000	-873.748726699696	290.8997778015644	1.13e+03	2:43:17
35.7%	35655000	-954.5476985232128	299.93919803172747	1.13e+03	2:43:17
35.7%	35660000	-833.3502143406669	290.4956346902528	1.13e+03	2:43:16
35.7%	35665000	-876.8675825614423	278.58025774570405	1.13e+03	2:43:15
35.7%	35670000	-940.5991564643424	284.88574340704537	1.13e+03	2:43:14
35.7%	35675000	-861.2101617424526	283.73333041634635	1.13e+03	2:43:14
35.7%	35680000	-862.9252122773953	270.903919444398	1.13e+03	2:43:13
35.7%	35685000	-844.5839431038494	276.5081232284117	1.13e+03	2:43:12
35.7%	35690000	-910.3770082115941	304.6576068831755	1.13e+03	2:43:11
35.7%	35695000	-908.7341697629976	281.9429585771335	1.13e+03	2:43:10
35.7%	35700000	-944.8636767967362	328.4357514047311	1.13e+03	2:43:10
35.7%	35705000	-924.6357578668443	285.59231598129736	1.13e+03	2:43:09
35.7%	35710000	-922.1883777469026	295.14867036782886	1.13e+03	2:43:08
35.7%	35715000	-878.5644667484331	276.9245341432168	1.13e+03	2:43:07
35.7%	35720000	-807.5807868972905	333.20544694948995	1.13e+03	2:43:07
35.7%	35725000	-864.43683617033	313.7860761559471	1.13e+03	2:43:06
35.7%	35730000	-902.2384852396178	279.48331357698555	1.13e+03	2:43:05
35.7%	35735000	-938.2178663949474	314.39751538612745	1.13e+03	2:43:04
35.7%	35740000	-830.1460944006312	299.1513471259745	1.13e+03	2:43:03
35.7%	35745000	-829.8807758690758	290.42169720073446	1.13e+03	2:43:03
35.8%	35750000	-832.7248374373064	300.49875536519306	1.13e+03	2:43:02
35.8%	35755000	-862.8177659575332	333.26357848194664	1.13e+03	2:43:01
35.8%	35760000	-973.3475616302234	315.5499283768265	1.13e+03	2:43:00
35.8%	35765000	-905.1698071979129	287.0852514527923	1.13e+03	2:43:00
35.8%	35770000	-874.6257792672526	330.7753967852628	1.13e+03	2:42:59
35.8%	35775000	-917.6790921840296	273.5066943297786	1.13e+03	2:42:58
35.8%	35780000	-819.3371935434922	319.2178362870816	1.13e+03	2:42:57
35.8%	35785000	-843.0205045813303	300.74368156593647	1.13e+03	2:42:56
35.8%	35790000	-901.291659847505	320.9403549382391	1.13e+03	2:42:56
35.8%	35795000	-828.833008008583	280.5358977300925	1.13e+03	2:42:55
35.8%	35800000	-804.8221521680414	303.1166914039475	1.13e+03	2:42:54
35.8%	35805000	-865.8517600225515	283.8935062657322	1.13e+03	2:42:53
35.8%	35810000	-835.7616162866996	268.3516211143617	1.13e+03	2:42:53
35.8%	35815000	-782.6333897708578	319.22530939648726	1.13e+03	2:42:52
35.8%	35820000	-765.9383548702501	337.5958656584817	1.13e+03	2:42:51
35.8%	35825000	-884.1640407748692	272.19022013413985	1.13e+03	2:42:50
35.8%	35830000	-919.3422606002202	307.2683343473705	1.13e+03	2:42:49
35.8%	35835000	-877.8406568579842	287.0509941902069	1.13e+03	2:42:49
35.8%	35840000	-866.4235045722041	324.74648230564384	1.13e+03	2:42:48
35.8%	35845000	-887.230122823195	320.85405044466006	1.13e+03	2:42:47
35.9%	35850000	-870.3247692330714	340.0877508430126	1.13e+03	2:42:46
35.9%	35855000	-875.7950039719916	330.67629541849783	1.13e+03	2:42:46
35.9%	35860000	-793.3505718146262	316.01081421265224	1.13e+03	2:42:45
35.9%	35865000	-826.671417941106	298.30424041466847	1.13e+03	2:42:44
35.9%	35870000	-844.1175791171742	295.54448063148465	1.13e+03	2:42:43
35.9%	35875000	-875.8770776841307	302.0846417682783	1.13e+03	2:42:42
35.9%	35880000	-872.5796494820931	282.0522776023336	1.13e+03	2:42:42
35.9%	35885000	-907.0644908743091	302.77851666991177	1.13e+03	2:42:41
35.9%	35890000	-850.6528432494655	291.6387558944784	1.13e+03	2:42:40
35.9%	35895000	-836.3570436973437	310.65395050985364	1.13e+03	2:42:39
35.9%	35900000	-855.3629583853481	323.7447880435783	1.13e+03	2:42:39
35.9%	35905000	-941.1634128994473	292.9550482224103	1.13e+03	2:42:38
35.9%	35910000	-921.8102550873313	324.5172628613947	1.13e+03	2:42:37
35.9%	35915000	-934.1047680123689	294.5190443669709	1.13e+03	2:42:36
35.9%	35920000	-834.8001865862504	340.16859930538845	1.14e+03	2:42:35
35.9%	35925000	-873.9818852927582	290.41392648962676	1.14e+03	2:42:35
35.9%	35930000	-873.3011330123971	334.77694927031206	1.14e+03	2:42:34
35.9%	35935000	-876.3438934925017	295.36472920347853	1.14e+03	2:42:33
35.9%	35940000	-867.5150286622185	304.6463310853554	1.14e+03	2:42:32
35.9%	35945000	-860.3581191139845	297.5415203193064	1.14e+03	2:42:32
36.0%	35950000	-881.3630945906043	286.87481398262474	1.14e+03	2:42:31
36.0%	35955000	-825.0631821769894	306.54450087440273	1.14e+03	2:42:30
36.0%	35960000	-873.161564829623	277.45631531782936	1.14e+03	2:42:29
36.0%	35965000	-887.0025733448774	290.10888474508	1.14e+03	2:42:28
36.0%	35970000	-839.3412473977631	277.4800242534218	1.14e+03	2:42:28
36.0%	35975000	-840.1113757351789	305.3117023573088	1.14e+03	2:42:27
36.0%	35980000	-828.4989454140346	334.56899181432783	1.14e+03	2:42:26
36.0%	35985000	-894.1925872676261	300.9677095138285	1.14e+03	2:42:25
36.0%	35990000	-862.187713883918	271.6418063310713	1.14e+03	2:42:25
36.0%	35995000	-873.1568411592472	314.09799580649553	1.14e+03	2:42:24
36.0%	36000000	-910.5211991585326	307.47814354727825	1.14e+03	2:42:23
36.0%	36005000	-835.394661059892	308.0619058191729	1.14e+03	2:42:22
36.0%	36010000	-946.9495957512142	315.55369799838513	1.14e+03	2:42:21
36.0%	36015000	-843.4604856503985	308.7983708310477	1.14e+03	2:42:21
36.0%	36020000	-876.9639068135995	308.1691416324591	1.14e+03	2:42:20
36.0%	36025000	-877.898516410469	288.3664598467444	1.14e+03	2:42:19
36.0%	36030000	-897.5686913805846	323.8004395618517	1.14e+03	2:42:18
36.0%	36035000	-818.4282464317465	305.419235772297	1.14e+03	2:42:18
36.0%	36040000	-861.8169061729293	252.269605407295	1.14e+03	2:42:17
36.0%	36045000	-892.9411297041538	330.8339251199888	1.14e+03	2:42:16
36.0%	36050000	-897.5233570149643	307.9381696448538	1.14e+03	2:42:15
36.1%	36055000	-885.8949032689054	291.78563886784167	1.14e+03	2:42:15
36.1%	36060000	-852.274380166724	261.73421580247197	1.14e+03	2:42:14
36.1%	36065000	-923.8244716902989	318.57319793370067	1.14e+03	2:42:13
36.1%	36070000	-872.9444633360821	302.619233625632	1.14e+03	2:42:12
36.1%	36075000	-843.905543124635	333.43420345775814	1.14e+03	2:42:11
36.1%	36080000	-904.2731061937609	313.5618167400646	1.14e+03	2:42:11
36.1%	36085000	-806.750796054658	284.43223148005796	1.14e+03	2:42:10
36.1%	36090000	-800.5916461179099	301.0273621216509	1.14e+03	2:42:09
36.1%	36095000	-904.0945675502148	290.280633993988	1.14e+03	2:42:08
36.1%	36100000	-873.8262074021885	311.0002596904107	1.14e+03	2:42:08
36.1%	36105000	-891.1160849307707	289.94550141068373	1.14e+03	2:42:07
36.1%	36110000	-848.4165059163653	333.63412566778845	1.14e+03	2:42:06
36.1%	36115000	-903.0539390734738	328.68504243043714	1.14e+03	2:42:05
36.1%	36120000	-844.96654319584	291.25405609436376	1.14e+03	2:42:04
36.1%	36125000	-873.7257852320698	309.61029440780663	1.14e+03	2:42:04
36.1%	36130000	-851.1308263662692	356.9488382056235	1.14e+03	2:42:03
36.1%	36135000	-847.885237267177	284.29110213959996	1.14e+03	2:42:02
36.1%	36140000	-760.4868229075388	289.5583877300975	1.14e+03	2:42:01
36.1%	36145000	-790.7308126929938	302.7702830228232	1.14e+03	2:42:00
36.1%	36150000	-908.8038112977137	340.4743685207623	1.14e+03	2:42:00
36.2%	36155000	-900.3464941557143	296.572198509047	1.14e+03	2:41:59
36.2%	36160000	-891.4102931195969	296.73052261450925	1.14e+03	2:41:58
36.2%	36165000	-829.1196005386112	315.13956869662866	1.14e+03	2:41:57
36.2%	36170000	-871.896304678139	288.25340426684136	1.14e+03	2:41:57
36.2%	36175000	-901.8000125914675	338.39720784139183	1.14e+03	2:41:56
36.2%	36180000	-902.1295617658296	287.12076525589725	1.14e+03	2:41:55
36.2%	36185000	-874.4573864639902	318.48897665203555	1.14e+03	2:41:54
36.2%	36190000	-833.0277387479753	267.31150316588287	1.14e+03	2:41:53
36.2%	36195000	-931.8345460338795	302.9643523993809	1.14e+03	2:41:53
36.2%	36200000	-854.5809986681842	319.2616498709867	1.14e+03	2:41:52
36.2%	36205000	-906.7605590196764	309.51569013342737	1.14e+03	2:41:51
36.2%	36210000	-852.4497815152463	329.2052832723833	1.14e+03	2:41:50
36.2%	36215000	-846.4178410804539	256.1348563128297	1.14e+03	2:41:50
36.2%	36220000	-954.9734593387041	328.63044905154857	1.14e+03	2:41:49
36.2%	36225000	-927.9268440524662	284.1189230215669	1.14e+03	2:41:48
36.2%	36230000	-843.6500784540052	292.0353597626727	1.14e+03	2:41:47
36.2%	36235000	-865.5183588912953	310.9160053418898	1.14e+03	2:41:46
36.2%	36240000	-907.768492223826	343.5254473033453	1.14e+03	2:41:46
36.2%	36245000	-853.0462314439783	299.65475693833	1.14e+03	2:41:45
36.2%	36250000	-865.6698982287304	289.1256748553941	1.14e+03	2:41:44
36.3%	36255000	-882.7936471464843	315.06748295103387	1.14e+03	2:41:43
36.3%	36260000	-855.1003425516298	306.9600851178134	1.14e+03	2:41:43
36.3%	36265000	-881.287179919938	293.59380067546283	1.14e+03	2:41:42
36.3%	36270000	-918.2222568455421	303.07816851696685	1.14e+03	2:41:41
36.3%	36275000	-881.7398076885441	305.1891565897976	1.14e+03	2:41:40
36.3%	36280000	-893.7679482678739	311.4383955294615	1.14e+03	2:41:39
36.3%	36285000	-945.7175319427778	290.84270440849264	1.14e+03	2:41:39
36.3%	36290000	-918.2473549819819	306.17683050501347	1.14e+03	2:41:38
36.3%	36295000	-834.7491437233235	331.5416881010488	1.14e+03	2:41:37
36.3%	36300000	-865.8113775944746	281.32067341825814	1.14e+03	2:41:36
36.3%	36305000	-887.5771275200856	327.3392214002959	1.14e+03	2:41:36
36.3%	36310000	-863.3270520006147	317.40537578820937	1.14e+03	2:41:35
36.3%	36315000	-834.4713623392482	274.341268702745	1.14e+03	2:41:34
36.3%	36320000	-934.9567950847929	280.96007935600534	1.14e+03	2:41:33
36.3%	36325000	-858.4878724427091	311.50562044725706	1.14e+03	2:41:32
36.3%	36330000	-920.577561568674	306.53590349190057	1.14e+03	2:41:32
36.3%	36335000	-867.863180713297	295.5993716120752	1.14e+03	2:41:31
36.3%	36340000	-797.7531630223762	329.5439540092557	1.14e+03	2:41:30
36.3%	36345000	-867.255659639736	292.6374741395239	1.14e+03	2:41:29
36.4%	36350000	-900.7727119689127	322.329460482593	1.14e+03	2:41:29
36.4%	36355000	-863.6691422599057	306.2074173466076	1.14e+03	2:41:28
36.4%	36360000	-859.9028065074758	287.1501286238276	1.14e+03	2:41:27
36.4%	36365000	-867.9110462422301	282.4234530584352	1.14e+03	2:41:26
36.4%	36370000	-831.9839734793921	278.25097799587246	1.14e+03	2:41:25
36.4%	36375000	-799.6358064186425	286.0879220156894	1.14e+03	2:41:25
36.4%	36380000	-854.5028904527533	250.24140020790298	1.14e+03	2:41:24
36.4%	36385000	-889.7232802481957	312.16857783873866	1.14e+03	2:41:23
36.4%	36390000	-867.4745804587072	324.3154889074409	1.14e+03	2:41:22
36.4%	36395000	-826.3000539473101	272.69463848559656	1.14e+03	2:41:22
36.4%	36400000	-911.9387948357047	301.9809441085603	1.14e+03	2:41:21
36.4%	36405000	-862.030442675949	301.98484599754204	1.14e+03	2:41:20
36.4%	36410000	-870.1257418651272	361.32573257060227	1.14e+03	2:41:19
36.4%	36415000	-855.3713366016752	311.14849840486085	1.14e+03	2:41:18
36.4%	36420000	-857.0239409162211	308.05764019477766	1.14e+03	2:41:18
36.4%	36425000	-900.0292086148387	339.441591414266	1.14e+03	2:41:17
36.4%	36430000	-870.7958990158481	298.5750579634856	1.14e+03	2:41:16
36.4%	36435000	-929.0540724412149	299.593252586584	1.14e+03	2:41:15
36.4%	36440000	-789.6645806707215	303.11989888895795	1.14e+03	2:41:15
36.4%	36445000	-863.9653087231995	292.69398539604754	1.14e+03	2:41:14
36.5%	36450000	-897.393470883082	312.66828416324705	1.14e+03	2:41:13
36.5%	36455000	-909.5248310704454	305.9828603290231	1.14e+03	2:41:12
36.5%	36460000	-882.5272476351083	308.9693595422728	1.14e+03	2:41:12
36.5%	36465000	-842.4239908299032	306.8089365200548	1.14e+03	2:41:11
36.5%	36470000	-926.9005199171521	296.9543852281225	1.14e+03	2:41:10
36.5%	36475000	-880.4912100165429	302.26369879231305	1.14e+03	2:41:09
36.5%	36480000	-881.2892767568347	279.9158280505542	1.14e+03	2:41:08
36.5%	36485000	-916.7456985497332	281.07406080787007	1.14e+03	2:41:08
36.5%	36490000	-900.2743648557903	314.30525885850847	1.14e+03	2:41:07
36.5%	36495000	-812.463005923096	296.27869709716657	1.14e+03	2:41:06
36.5%	36500000	-894.4420605573767	303.3600965293252	1.14e+03	2:41:05
36.5%	36505000	-871.2637363277343	293.8754972198307	1.14e+03	2:41:05
36.5%	36510000	-853.8407460567312	278.37263095827757	1.14e+03	2:41:04
36.5%	36515000	-821.2675967786718	295.91793770063487	1.14e+03	2:41:03
36.5%	36520000	-845.081264150394	332.29571161334144	1.14e+03	2:41:02
36.5%	36525000	-826.3770039570145	266.6878457324927	1.14e+03	2:41:01
36.5%	36530000	-835.4708746236787	287.5755998571157	1.14e+03	2:41:01
36.5%	36535000	-817.4623823636516	314.0906218976572	1.14e+03	2:41:00
36.5%	36540000	-855.6066257036761	278.0971509827959	1.14e+03	2:40:59
36.5%	36545000	-893.3584772491502	318.9123977402655	1.14e+03	2:40:58
36.5%	36550000	-864.7140399756441	296.9838808634759	1.14e+03	2:40:58
36.6%	36555000	-830.479119998019	281.46398517119746	1.14e+03	2:40:57
36.6%	36560000	-865.8785139422513	309.75297789048625	1.14e+03	2:40:56
36.6%	36565000	-855.4985359402367	309.6515618438168	1.14e+03	2:40:55
36.6%	36570000	-831.2641961274335	282.8331844683733	1.14e+03	2:40:54
36.6%	36575000	-833.4274004945266	314.08761281378145	1.14e+03	2:40:54
36.6%	36580000	-878.2284514635528	264.95186887103375	1.14e+03	2:40:53
36.6%	36585000	-768.4704252966472	290.5917600399978	1.14e+03	2:40:52
36.6%	36590000	-901.9732075399654	317.43215994138905	1.14e+03	2:40:51
36.6%	36595000	-845.9930299373478	316.30901111805304	1.14e+03	2:40:51
36.6%	36600000	-881.6448416870659	294.3558594337093	1.14e+03	2:40:50
36.6%	36605000	-837.2473342844692	307.19066030314934	1.14e+03	2:40:49
36.6%	36610000	-925.2885283744293	293.24983924166605	1.14e+03	2:40:48
36.6%	36615000	-854.8761201101653	346.2734352858723	1.14e+03	2:40:47
36.6%	36620000	-913.0630468551777	299.9714051492547	1.14e+03	2:40:47
36.6%	36625000	-933.4859386968149	261.0983070990163	1.14e+03	2:40:46
36.6%	36630000	-877.2036084830585	286.49196592643375	1.14e+03	2:40:45
36.6%	36635000	-871.8012480331832	288.4167876012376	1.14e+03	2:40:44
36.6%	36640000	-868.1958603786181	313.0170072242758	1.14e+03	2:40:44
36.6%	36645000	-847.11206408917	261.4269089783045	1.14e+03	2:40:43
36.6%	36650000	-826.9980662482328	300.89731017787835	1.14e+03	2:40:42
36.7%	36655000	-913.7007213172643	293.1428018295145	1.14e+03	2:40:41
36.7%	36660000	-814.9055340110755	324.5557196146639	1.14e+03	2:40:40
36.7%	36665000	-906.4814915399668	300.02361771452723	1.14e+03	2:40:40
36.7%	36670000	-904.802647197327	311.17958124929163	1.14e+03	2:40:39
36.7%	36675000	-901.1194891016117	289.91650177816695	1.14e+03	2:40:38
36.7%	36680000	-862.454361771809	323.226200544421	1.14e+03	2:40:37
36.7%	36685000	-845.0818468021425	275.76474724367944	1.14e+03	2:40:37
36.7%	36690000	-814.9612463940667	323.096942205187	1.14e+03	2:40:36
36.7%	36695000	-899.4019416790411	299.4089379324807	1.14e+03	2:40:35
36.7%	36700000	-864.3708255143239	288.30806377944145	1.14e+03	2:40:34
36.7%	36705000	-843.0257415430394	305.60259148758274	1.14e+03	2:40:33
36.7%	36710000	-917.5718705399851	308.261265892655	1.14e+03	2:40:33
36.7%	36715000	-863.4038756067704	314.308003407538	1.14e+03	2:40:32
36.7%	36720000	-893.4377561630401	309.07444600993347	1.14e+03	2:40:31
36.7%	36725000	-822.5614786962202	296.17103141475525	1.14e+03	2:40:30
36.7%	36730000	-861.299729728388	280.79414987371416	1.14e+03	2:40:30
36.7%	36735000	-821.3319157834821	331.9812788817539	1.14e+03	2:40:29
36.7%	36740000	-819.0063061202127	297.2362471067692	1.14e+03	2:40:28
36.7%	36745000	-912.2535012148254	318.0915130455909	1.14e+03	2:40:27
36.8%	36750000	-840.5302415385398	322.5669135739307	1.14e+03	2:40:26
36.8%	36755000	-876.1334702325071	301.1534129758745	1.14e+03	2:40:26
36.8%	36760000	-829.093456507879	296.72430604562317	1.14e+03	2:40:25
36.8%	36765000	-795.2475037411523	277.9113813870383	1.14e+03	2:40:24
36.8%	36770000	-870.5561266337083	305.3686104161017	1.14e+03	2:40:23
36.8%	36775000	-888.5252947512349	299.1975745903514	1.14e+03	2:40:23
36.8%	36780000	-817.9690188618815	311.13196497697214	1.14e+03	2:40:22
36.8%	36785000	-829.5066466241138	323.773953010374	1.14e+03	2:40:21
36.8%	36790000	-917.0950197544536	311.923684704851	1.14e+03	2:40:20
36.8%	36795000	-843.8401681166515	302.27957088308625	1.14e+03	2:40:19
36.8%	36800000	-852.6368866175897	304.0639576214034	1.14e+03	2:40:19
36.8%	36805000	-879.6046683898527	283.29330976651613	1.14e+03	2:40:18
36.8%	36810000	-856.8252202769912	311.9787410197205	1.14e+03	2:40:17
36.8%	36815000	-871.1057728059772	314.0082192930599	1.14e+03	2:40:16
36.8%	36820000	-869.1934238012145	295.44865288344164	1.14e+03	2:40:16
36.8%	36825000	-840.4181160548673	308.5122433280057	1.14e+03	2:40:15
36.8%	36830000	-875.0167193626949	300.8049875165478	1.14e+03	2:40:14
36.8%	36835000	-908.9685841607783	314.505148001683	1.14e+03	2:40:13
36.8%	36840000	-877.4193351132324	329.8441018591474	1.14e+03	2:40:12
36.8%	36845000	-864.009776331691	282.08488152213016	1.14e+03	2:40:12
36.9%	36850000	-882.2223910701069	285.52581853432895	1.14e+03	2:40:11
36.9%	36855000	-855.9189668378604	275.40830307182665	1.14e+03	2:40:10
36.9%	36860000	-846.4243829717728	328.42159879045835	1.14e+03	2:40:09
36.9%	36865000	-888.9413751792779	265.9067569987463	1.14e+03	2:40:09
36.9%	36870000	-897.547098159285	307.79049306695185	1.14e+03	2:40:08
36.9%	36875000	-1001.1158474330447	319.4587283314201	1.14e+03	2:40:07
36.9%	36880000	-935.6726584604496	274.3433188478032	1.14e+03	2:40:06
36.9%	36885000	-865.9392257397715	309.1775153993917	1.14e+03	2:40:05
36.9%	36890000	-872.0518211097697	296.43444198787824	1.14e+03	2:40:05
36.9%	36895000	-871.7256217583878	294.7076907791811	1.14e+03	2:40:04
36.9%	36900000	-913.0876894844449	310.19852070523126	1.14e+03	2:40:03
36.9%	36905000	-891.1640498992576	301.42740494284624	1.14e+03	2:40:02
36.9%	36910000	-923.5410444045535	283.66078173477064	1.14e+03	2:40:02
36.9%	36915000	-872.5851872757733	301.32588969560953	1.14e+03	2:40:01
36.9%	36920000	-893.8994141989749	289.72451561352324	1.14e+03	2:40:00
36.9%	36925000	-849.3459933402019	291.11385262586754	1.14e+03	2:39:59
36.9%	36930000	-900.716551772672	288.64250195877435	1.14e+03	2:39:59
36.9%	36935000	-810.7926837206542	296.87499170740085	1.14e+03	2:39:58
36.9%	36940000	-942.7280035358114	275.6136317127766	1.14e+03	2:39:57
36.9%	36945000	-910.818535612785	314.30053029813234	1.14e+03	2:39:56
37.0%	36950000	-863.6326726930778	298.9665695358903	1.14e+03	2:39:55
37.0%	36955000	-871.4833587275959	315.7395337278542	1.14e+03	2:39:55
37.0%	36960000	-857.577119368836	296.6413082376218	1.14e+03	2:39:54
37.0%	36965000	-859.5261335313502	278.4999714198765	1.14e+03	2:39:53
37.0%	36970000	-858.6895173009132	290.8436302804544	1.14e+03	2:39:52
37.0%	36975000	-888.1727266140846	277.6770035132879	1.14e+03	2:39:52
37.0%	36980000	-890.0470442609753	275.99502482731344	1.14e+03	2:39:51
37.0%	36985000	-899.510866004628	262.2207449849531	1.14e+03	2:39:50
37.0%	36990000	-891.5768713051393	296.4388729465524	1.14e+03	2:39:49
37.0%	36995000	-885.7294670072949	316.1911608440623	1.14e+03	2:39:48
37.0%	37000000	-853.8523288739631	300.6102898697303	1.14e+03	2:39:48
37.0%	37005000	-875.8798809099471	284.0115549408576	1.14e+03	2:39:47
37.0%	37010000	-836.3022094693919	350.08730029752894	1.14e+03	2:39:46
37.0%	37015000	-844.5810875251757	331.5433745106934	1.14e+03	2:39:45
37.0%	37020000	-883.3395354315628	300.5119490406483	1.14e+03	2:39:45
37.0%	37025000	-840.9435855540909	301.42442892582625	1.14e+03	2:39:44
37.0%	37030000	-903.149044288387	300.13538368705497	1.14e+03	2:39:43
37.0%	37035000	-905.0771513485201	310.9769144902318	1.14e+03	2:39:42
37.0%	37040000	-837.2032178412086	309.1963635071848	1.14e+03	2:39:41
37.0%	37045000	-895.2373574660438	273.0998066694373	1.14e+03	2:39:41
37.0%	37050000	-933.7763227534315	292.66680444059847	1.14e+03	2:39:40
37.1%	37055000	-861.2307041021666	299.3299742808842	1.14e+03	2:39:39
37.1%	37060000	-841.8521789397566	303.03511547074464	1.14e+03	2:39:38
37.1%	37065000	-904.5895850698695	302.21218063101185	1.14e+03	2:39:38
37.1%	37070000	-934.992751810969	306.4353141166256	1.14e+03	2:39:37
37.1%	37075000	-788.7891679520608	295.92656814999276	1.14e+03	2:39:36
